SITE_ID,NAME_ENG,DESIG,DESIG_ENG,IUCN_CAT,STATUS_YR,GIS_AREA,GIS_M_AREA,layer_name,source,class_id,class_name,pixels,area_m2,area_ha,area_km2,pct_of_zone
101139,Cerro Camani y Cerro Morrocoy,Monumento Natural (MN),Natural Monument (MN),III,1990,1158.35103895844,0.0,monumento_natural_(mn),change,4,Flooded vegetation,26737,2673700,267.37,2.6737,0.23061260997376035
101139,Cerro Camani y Cerro Morrocoy,Monumento Natural (MN),Natural Monument (MN),III,1990,1158.35103895844,0.0,monumento_natural_(mn),change,5,Crops,192,19200,1.92,0.019200000000000002,0.0016560429784553984
101139,Cerro Camani y Cerro Morrocoy,Monumento Natural (MN),Natural Monument (MN),III,1990,1158.35103895844,0.0,monumento_natural_(mn),change,7,Built area,222,22200,2.22,0.0222,0.0019147996938390542
101139,Cerro Camani y Cerro Morrocoy,Monumento Natural (MN),Natural Monument (MN),III,1990,1158.35103895844,0.0,monumento_natural_(mn),change,8,Bare ground,2,200,0.02,0.0002,1.7250447692243733e-05
101139,Cerro Camani y Cerro Morrocoy,Monumento Natural (MN),Natural Monument (MN),III,1990,1158.35103895844,0.0,monumento_natural_(mn),change,10,Clouds,517,51700,5.17,0.0517,0.0044592407284450054
101139,Cerro Camani y Cerro Morrocoy,Monumento Natural (MN),Natural Monument (MN),III,1990,1158.35103895844,0.0,monumento_natural_(mn),change,11,Rangeland,251554,25155400,2515.54,25.1554,2.16970955938734
101140,Sierra Marutani,Monumento Natural (MN),Natural Monument (MN),III,1990,2468.34143109248,0.0,monumento_natural_(mn),change,0,No data,21129020,2112902000,211290.2,2112.902,98.75496602073342
101140,Sierra Marutani,Monumento Natural (MN),Natural Monument (MN),III,1990,2468.34143109248,0.0,monumento_natural_(mn),change,1,Water,1720,172000,17.2,0.17200000000000001,0.008039111210821018
101140,Sierra Marutani,Monumento Natural (MN),Natural Monument (MN),III,1990,2468.34143109248,0.0,monumento_natural_(mn),change,2,Trees,79336,7933600,793.36,7.9336,0.3708086785009862
101140,Sierra Marutani,Monumento Natural (MN),Natural Monument (MN),III,1990,2468.34143109248,0.0,monumento_natural_(mn),change,10,Clouds,1693,169300,16.93,0.1693,0.007912915860418595
101140,Sierra Marutani,Monumento Natural (MN),Natural Monument (MN),III,1990,2468.34143109248,0.0,monumento_natural_(mn),change,11,Rangeland,183631,18363100,1836.31,18.3631,0.8582732736943455
101141,Serranía Yutajé / Coro - coro,Monumento Natural (MN),Natural Monument (MN),III,1990,1101.38589100426,0.0,monumento_natural_(mn),change,0,No data,10484679,1048467900,104846.79000000001,1048.4679,95.11037858808878
101141,Serranía Yutajé / Coro - coro,Monumento Natural (MN),Natural Monument (MN),III,1990,1101.38589100426,0.0,monumento_natural_(mn),change,1,Water,955,95500,9.55,0.0955,0.008663156168312335
101141,Serranía Yutajé / Coro - coro,Monumento Natural (MN),Natural Monument (MN),III,1990,1101.38589100426,0.0,monumento_natural_(mn),change,2,Trees,294056,29405600,2940.56,29.4056,2.667490104952096
101141,Serranía Yutajé / Coro - coro,Monumento Natural (MN),Natural Monument (MN),III,1990,1101.38589100426,0.0,monumento_natural_(mn),change,4,Flooded vegetation,2891,289100,28.91,0.2891,0.026225324065540265
101141,Serranía Yutajé / Coro - coro,Monumento Natural (MN),Natural Monument (MN),III,1990,1101.38589100426,0.0,monumento_natural_(mn),change,5,Crops,2039,203900,20.39,0.2039,0.018496518771925496
101141,Serranía Yutajé / Coro - coro,Monumento Natural (MN),Natural Monument (MN),III,1990,1101.38589100426,0.0,monumento_natural_(mn),change,7,Built area,220,22000,2.2,0.022000000000000002,0.001995700897412265
101141,Serranía Yutajé / Coro - coro,Monumento Natural (MN),Natural Monument (MN),III,1990,1101.38589100426,0.0,monumento_natural_(mn),change,8,Bare ground,44,4400,0.44,0.0044,0.0003991401794824531
101141,Serranía Yutajé / Coro - coro,Monumento Natural (MN),Natural Monument (MN),III,1990,1101.38589100426,0.0,monumento_natural_(mn),change,10,Clouds,6654,665400,66.54,0.6654,0.06036088077900552
101141,Serranía Yutajé / Coro - coro,Monumento Natural (MN),Natural Monument (MN),III,1990,1101.38589100426,0.0,monumento_natural_(mn),change,11,Rangeland,232158,23215800,2321.58,23.2158,2.1059905860974397
101142,Sierra Unturán,Monumento Natural (MN),Natural Monument (MN),III,1990,3598.71274045351,0.0,monumento_natural_(mn),change,0,No data,35803434,3580343400,358034.34,3580.3434,99.39928887463006
101142,Sierra Unturán,Monumento Natural (MN),Natural Monument (MN),III,1990,3598.71274045351,0.0,monumento_natural_(mn),change,1,Water,6261,626100,62.61,0.6261,0.017382102164950404
